ID_pemesanan;nama_pengguna;email;nama_hotel;kota;check_in;check_out;durasi_inap;jumlah_kamar;harga_per_malam;total_biaya;metode_pembayaran;wallet_address;status_transaksi;timestamp_pemesanan
249eeab8-ad28-4ad2-909f-0b933546c36f;Puti Dinda Pradipta;fhassanah@cv.go.id;OYO 2869 Ionia Homestay ;Palembang;16/09/2024;17/09/2024;1;2;1186849;2373698;Transfer Bank;;Pending;13/09/2024 01:40
5cc12e24-7c4f-4b1e-901b-cad1423ed1a3;T. Drajat Pranowo;tri40@cv.ac.id;Dparagon Trikora ;Palembang;29/08/2024;02/09/2024;4;3;1250895;15010740;QRIS;;Cancelled;12/07/2024 02:53
d5341ef2-1bb9-4a8a-a497-70ca52effb66;dr. Ghaliyati Haryanto, S.E.;ganda94@yahoo.com;All Nite & Day Palembang - Veteran ;Palembang;16/07/2024;21/07/2024;5;2;979035;9790350;Transfer Bank;;Cancelled;14/07/2024 08:36
329d952c-9aa5-47af-8de2-35b560be7264;Bakiadi Laksita;omahendra@hotmail.com;OYO 2177 Trikora Indah Residence ;Palembang;14/02/2025;17/02/2025;3;1;333521;1000563;Crypto;0xa6830d34f78f6cb6cb6c30203d40c4dc0c5ea5dc;Paid;05/12/2024 08:57
a372c635-2d92-47d4-bc53-cf208296c9ec;Dodo Mustofa;nasyiahdaniswara@pd.ac.id;Imara Hotel Palembang ;Palembang;16/07/2024;19/07/2024;3;1;1179923;3539769;Crypto;0x09a30053fdb5fa4db690a622e5ddda761d5a0a84;Paid;11/07/2024 16:46
b6819c2e-f296-46fe-8820-473e7e0c3c6f;Silvia Safitri;kajenmarbun@yahoo.com;OYO 236 Penginapan Rumah Hijau ;Palembang;29/10/2024;30/10/2024;1;1;308831;308831;Transfer Bank;;Pending;19/10/2024 10:17
4c8882d2-afa2-4889-9aa9-6c29619c9b54;Martaka Habibi, M.M.;oputra@yahoo.com;OYO Life 570 Pesona Asri Homestay Syariah ;Palembang;15/07/2024;20/07/2024;5;3;396504;5947560;Crypto;0x1d96d3d11817adb949937ff0603afa20db8cc9b6;Paid;13/07/2024 15:53
ad719b8c-610e-4102-948d-54ba9fdfd0d7;Nyana Wijayanti;bambangdongoran@yahoo.com;OYO 1389 Hotel Carissima ;Palembang;29/07/2024;03/08/2024;5;3;774221;11613315;Crypto;0x0bc4a20a79460748ea04e9a7370a57c30f8c5255;Cancelled;12/07/2024 13:35
1f54be54-e3f7-4b89-9561-6a4e826790a1;Atma Lestari, S.Gz;suryononasab@hotmail.com;Rio City Hotel ;Palembang;05/06/2025;07/06/2025;2;1;952027;1904054;QRIS;;Cancelled;05/01/2025 10:36
6a4ada60-737d-419e-b999-19f707d39303;Asmianto Kusumo;waskitajagaraga@yahoo.com;RedDoorz Syariah near Stasiun LRT Bumi Sriwijaya ;Palembang;23/04/2025;28/04/2025;5;1;463391;2316955;Crypto;0x488849c3aa4751c549f210283b3d21a6b7870ebc;Cancelled;05/04/2025 13:23
d9def00e-534e-40ef-8e21-21ebdf4c19df;Dr. Syahrini Wijaya;gunawanjarwa@yahoo.com;OYO 2869 Ionia Homestay ;Palembang;19/03/2025;24/03/2025;5;3;792398;11885970;Crypto;0xf34f8a993915cc96c7def5bbcc7a9e9741eb46f9;Pending;26/02/2025 10:53
0b0c802b-e3cc-4b0d-87fc-89d7496c1520;Sarah Jailani, S.Gz;elisa53@ud.gov;The Arista Hotel ;Palembang;17/10/2024;20/10/2024;3;2;1420153;8520918;QRIS;;Cancelled;28/07/2024 19:42
99f91724-01a1-47cc-a887-39b2feed4ec2;Lasmanto Hutapea;nasabsudiati@yahoo.com;SPOT ON 2353 Wisma Hulubalang ;Palembang;28/08/2024;01/09/2024;4;2;1061011;8488088;QRIS;;Cancelled;21/08/2024 21:23
ffe2a875-febc-42a8-a6e5-cc172641a593;Naradi Sirait;vpurnawati@cv.biz.id;Wyndham Opi Hotel Palembang ;Palembang;29/04/2025;01/05/2025;2;1;1224226;2448452;Transfer Bank;;Pending;16/04/2025 03:56
964f5215-c81d-4127-94d6-1c40a05f09bd;Margana Siregar;mila96@hotmail.com;OYO Life 2820 Hotel Perdana Syariah ;Palembang;29/03/2025;30/03/2025;1;1;735472;735472;Transfer Bank;;Pending;11/03/2025 03:37
2ca51e50-834c-4417-bb26-31cb63d1daf1;Hamima Widiastuti;novi41@perum.sch.id;RedDoorz Syariah near Stasiun LRT Bumi Sriwijaya ;Palembang;06/01/2025;10/01/2025;4;3;1115135;13381620;QRIS;;Pending;03/12/2024 21:45
9c6e27e8-e115-45f6-9393-2aa6a9c2fcf4;Devi Mangunsong, S.H.;janet91@yahoo.com;RedDoorz @ Jalan Jenderal Sudirman Palembang 2 ;Palembang;12/11/2024;16/11/2024;4;2;765948;6127584;Transfer Bank;;Paid;03/11/2024 01:27
d86bc3b5-3dea-4188-833f-a1a5facb8c84;T. Himawan Thamrin;cengkirmandasari@pt.org;OYO 2036 Afifah Homestay Syariah ;Palembang;01/01/2025;06/01/2025;5;3;956253;14343795;Crypto;0x250a7c427d2137be1364640b00b165ba98296170;Pending;19/12/2024 18:34
68946f25-f495-4537-9294-cc2a1fb29822;dr. Gasti Utami;dartono97@yahoo.com;Super OYO 270 Madinah Residence Syariah ;Palembang;14/03/2025;19/03/2025;5;2;316987;3169870;QRIS;;Pending;14/12/2024 23:54
878296c9-2a7c-432d-b03f-1be3a6b16756;KH. Eko Nuraini, S.H.;gwulandari@cv.net.id;Harper Palembang by ASTON ;Palembang;23/04/2025;26/04/2025;3;3;797830;7180470;Crypto;0xf3c4017e4f01951cbed3cc7c0ab6c0d9950cf8c5;Pending;26/02/2025 04:35
38cab88d-db06-460d-a9cd-5d2f242b3362;Lalita Wahyuni;jokouwais@hotmail.com;RedDoorz near Palembang Square Mall 2 ;Palembang;25/04/2025;28/04/2025;3;2;1191353;7148118;QRIS;;Pending;12/03/2025 16:13
cc8328b7-a098-4ae1-8edb-83c98bbba42e;Cut Elvina Prasasta, S.H.;damanikcalista@yahoo.com;RedDoorz @ Jalan Jenderal Sudirman Palembang 2 ;Palembang;27/02/2025;01/03/2025;2;2;1104730;4418920;QRIS;;Pending;21/07/2024 06:15
09c8f195-3982-4383-b90a-38ce87cdebaa;Dadap Sitompul;oskarzulaika@pd.sch.id;OYO 1146 Miracle Homestay Syariah ;Palembang;02/08/2024;07/08/2024;5;1;1316083;6580415;Crypto;0xc21b37c40c6b801dce5f8dd94f35e732d4d50752;Cancelled;24/07/2024 14:58
d59f6ff7-a06d-47a0-9ac9-8af42881000e;Hj. Juli Sitompul;ulyawidiastuti@ud.edu;OYO 2177 Trikora Indah Residence ;Palembang;19/05/2025;20/05/2025;1;2;644356;1288712;QRIS;;Cancelled;16/05/2025 20:41
164f4281-6f31-4345-887e-2b69a1fdfa5d;drg. Caket Suryatmi, S.I.Kom;halim76@pt.biz.id;OYO 251 The Maximus Inn Hotel ;Palembang;30/09/2024;02/10/2024;2;3;1495930;8975580;QRIS;;Cancelled;16/08/2024 04:37
619453e7-410c-4d4f-b66f-ace0b43060d8;Tina Habibi;silvia04@pd.co.id;SPOT ON 2353 Wisma Hulubalang ;Palembang;06/04/2025;09/04/2025;3;1;363628;1090884;Transfer Bank;;Pending;13/09/2024 16:45
8f444879-1afe-4850-b1f0-9ddc46da1106;R.A. Lintang Simanjuntak, M.Farm;prayogasarah@ud.net;Rio City Hotel ;Palembang;27/08/2024;28/08/2024;1;3;1403360;4210080;QRIS;;Cancelled;12/08/2024 07:20
2c0bba51-c3ca-4b99-89c9-83e80f725d11;Cut Hana Rajasa;anggrainikasim@yahoo.com;Super OYO 1868 Penginapan Sekip ;Palembang;01/09/2024;02/09/2024;1;2;381738;763476;Transfer Bank;;Cancelled;12/07/2024 16:05
c230c5c5-e68c-43fe-8a04-e886683366c8;Jagapati Haryanto;nasimmelani@gmail.com;RedDoorz Plus near RS RK Charitas 2 Palembang ;Palembang;20/11/2024;22/11/2024;2;2;1245495;4981980;QRIS;;Paid;25/07/2024 14:40
11258b39-796c-45b1-838d-773667530bd4;drg. Banara Iswahyudi, S.Pt;cahyadi63@yahoo.com;Losmen Ibu Hj. Tarjo ;Palembang;13/11/2024;14/11/2024;1;1;559585;559585;Crypto;0x266f67a33ee8e1a4553bcca3f38676aa1d8928d1;Pending;24/08/2024 11:31
ac8476c7-f037-4fca-a1e5-8536f164564a;Drs. Banara Sinaga;jzulaika@pd.edu;RedDoorz near Siloam Hospital Palembang ;Palembang;23/08/2024;26/08/2024;3;1;712912;2138736;Crypto;0x1212a5c1d308e4800677570cea542f606ad989f7;Paid;27/07/2024 06:26
9895f6f3-d8ab-4b2c-989e-a46cd550ef94;Cut Wani Hutapea, S.Pt;lmarpaung@yahoo.com;All Nite & Day Palembang - Veteran ;Palembang;27/07/2024;31/07/2024;4;2;1241732;9933856;Transfer Bank;;Paid;22/07/2024 04:53
646e2da1-7c25-47d1-8bda-3fd929b914dd;Gaduh Hidayanto;bnuraini@cv.web.id;De' Premium Hotel Kartini ;Palembang;19/01/2025;22/01/2025;3;2;960671;5764026;QRIS;;Cancelled;11/11/2024 19:34
685db197-c095-4647-9546-70e6880b7393;Ir. Jatmiko Suartini;rnasyidah@ud.gov;OYO 236 Penginapan Rumah Hijau ;Palembang;13/02/2025;15/02/2025;2;2;354773;1419092;Crypto;0xb6612a73c44d0f8b2c61b998c5fd035e8087d384;Cancelled;27/09/2024 01:27
03ed3bfb-6f9c-4605-ad5e-61f116dbe5a8;Dewi Permadi;ajiman63@hotmail.com;The Zuri Hotel Palembang ;Palembang;19/02/2025;22/02/2025;3;2;1118113;6708678;QRIS;;Paid;22/11/2024 11:02
48fae5b6-7c9d-4572-a34b-cd2a544f8fa0;Drajat Hartati;wacanazizi@cv.ac.id;Grand Daira Hotel Palembang ;Palembang;20/07/2024;21/07/2024;1;2;1333358;2666716;QRIS;;Cancelled;13/07/2024 06:24
41ec937f-a5a4-4c14-a72b-f4cec1dbf069;Adika Pradana;dwihalimah@yahoo.com;OYO 185 Roriz House ;Palembang;06/04/2025;10/04/2025;4;2;1231924;9855392;Crypto;0xd6f0fca5ed7c51c55b3ba48cea053ecebcd1f9f5;Pending;02/10/2024 20:53
5fd6b548-9bad-460a-8e16-1f0a4183f8cf;Rini Prakasa;rahmigunawan@yahoo.com;OYO 1389 Hotel Carissima ;Palembang;28/04/2025;30/04/2025;2;2;499220;1996880;QRIS;;Cancelled;11/08/2024 18:33
34234189-f14e-4331-8939-41b34e679540;Qori Hassanah, M.Kom.;uprasasta@hotmail.com;Emilia Hotel by Amazing ;Palembang;12/03/2025;16/03/2025;4;1;861161;3444644;Transfer Bank;;Pending;28/01/2025 04:08
dc099357-df52-4c64-988c-aa6f066d443e;Tri Maryati, M.Farm;cakrawalawibisono@hotmail.com;OYO 183 The Pipe House ;Palembang;20/10/2024;23/10/2024;3;3;717761;6459849;QRIS;;Pending;02/09/2024 02:40
c1e83f0e-d829-4b72-9a94-d52d56d7cbd9;Febi Hidayat;oktavianidarsirah@ud.id;The Alts Hotel ;Palembang;05/05/2025;08/05/2025;3;2;704010;4224060;Crypto;0xf8fa4b3898c3837a8bf0d491c0b83c676422ba35;Pending;31/08/2024 18:23
cec8666c-6c08-4b87-a330-fd90bda113cc;Paramita Wahyuni;esudiati@yahoo.com;RedDoorz near Palembang Square Mall 2 ;Palembang;11/10/2024;14/10/2024;3;3;1017393;9156537;QRIS;;Cancelled;01/08/2024 15:08
fcd39ee0-a3f1-4549-a607-befddc587acb;Intan Rahmawati, S.Pd;padma73@ud.my.id;RedDoorz Syariah near Stasiun LRT Bumi Sriwijaya ;Palembang;05/03/2025;09/03/2025;4;3;1293974;15527688;QRIS;;Pending;26/11/2024 22:41
6ca3a1f9-53a6-43e1-836f-b2caada00ec4;Ellis Haryanto;ymaulana@cv.go.id;Super OYO Collection O 166 Hotel Princess ;Palembang;07/10/2024;10/10/2024;3;3;715282;6437538;Crypto;0x3cc655a0cc6a1ae75bc263ec6f4a2cb7b468facc;Paid;07/09/2024 13:12
369537a4-acde-4398-868a-4599605f51f7;Labuh Prabowo;situmorangbalijan@hotmail.com;Novotel Palembang Hotel & Residence ;Palembang;28/03/2025;31/03/2025;3;2;1076538;6459228;QRIS;;Cancelled;28/02/2025 21:00
838e6672-1a39-4f52-a0c7-36fb3cafc255;R. Nadine Salahudin, S.I.Kom;purnawaticinta@hotmail.com;Ayola Sentosa Palembang ;Palembang;19/06/2025;21/06/2025;2;1;1453735;2907470;Transfer Bank;;Pending;03/12/2024 11:03
2fa2ea3a-0fbe-4b81-b6dd-b561372fde21;Kemba Utama;melaniindah@gmail.com;OYO 1991 Alam Lestari Homestay ;Palembang;24/03/2025;27/03/2025;3;3;326320;2936880;QRIS;;Pending;23/10/2024 09:51
5d5af7a8-a729-48f2-a144-723cada9ba1f;Marwata Pertiwi, S.Ked;tugimanuwais@perum.co.id;OYO 448 Hotel Central ;Palembang;30/10/2024;31/10/2024;1;1;942005;942005;QRIS;;Pending;19/10/2024 12:03
81c1dc02-fae4-4f4b-8af2-a0b1faaeedfc;Kania Irawan, M.M.;thamrinshakila@gmail.com;Super OYO 270 Madinah Residence Syariah ;Palembang;20/10/2024;25/10/2024;5;2;1170824;11708240;QRIS;;Pending;24/07/2024 23:39
ad95645c-d6c2-4869-9463-2f0f62c27c4d;Koko Simanjuntak, M.TI.;aryanibaktianto@pd.mil;Hotel Anugerah Palembang ;Palembang;30/10/2024;04/11/2024;5;3;594450;8916750;Transfer Bank;;Paid;18/08/2024 22:45
e99a7081-7a5f-4954-8233-19c70cf17001;Yessi Sihombing;siregarraisa@pt.int;Dparagon Dwikora ;Palembang;17/08/2024;20/08/2024;3;3;1060113;9541017;QRIS;;Paid;14/08/2024 18:07
c1eb38b0-e9be-482a-8797-1cc864863838;Putri Widodo;yogapertiwi@yahoo.com;The Alts Hotel ;Palembang;24/01/2025;27/01/2025;3;3;846234;7616106;Transfer Bank;;Pending;17/11/2024 14:07
8d542350-4d23-450c-ae89-40bda14083f8;Lili Suryono;salmantampubolon@ud.desa.id;The Zuri Hotel Palembang ;Palembang;20/02/2025;23/02/2025;3;2;915767;5494602;Transfer Bank;;Paid;23/08/2024 11:41
bd77c2ad-a8d7-404c-ad31-bb8903413c4f;Elon Prastuti;widodojarwi@ud.ponpes.id;OYO 2036 Afifah Homestay Syariah ;Palembang;02/12/2024;05/12/2024;3;3;997461;8977149;QRIS;;Cancelled;10/09/2024 23:58
bd441879-4f07-4072-b8e4-6e736b5e3fc1;Warsita Namaga, S.E.;adepangestu@pd.ac.id;OYO 335 Wisma Empat Lima Syariah ;Palembang;12/07/2024;14/07/2024;2;2;1288538;5154152;Transfer Bank;;Pending;11/07/2024 07:29
55fc85ca-47d0-4572-a3d3-378fc88a82ee;Wahyu Gunawan, M.Kom.;najwa88@gmail.com;OYO 251 The Maximus Inn Hotel ;Palembang;29/05/2025;03/06/2025;5;1;1226534;6132670;Transfer Bank;;Cancelled;27/09/2024 11:17
6eb35e24-25b2-4fb1-8bee-c0fd4b0dc01e;R. Suci Suryatmi;darmanwidiastuti@cv.desa.id;Cemerlang Inn ;Palembang;03/11/2024;07/11/2024;4;2;1276785;10214280;QRIS;;Pending;10/08/2024 21:30
f92f4f84-260b-4572-80fb-d4fc094d03e2;Elvin Mayasari;rinisimanjuntak@ud.my.id;Super OYO Collection O 166 Hotel Princess ;Palembang;07/01/2025;12/01/2025;5;1;332991;1664955;Crypto;0x18fbfa05c5ffbb5c68604279c70ff2e2a44f1b82;Cancelled;20/10/2024 14:33
0db93fdf-fdec-4020-9729-ea35d24036fd;Wawan Maheswara;nashiruddinnurul@cv.org;Super OYO Collection O 166 Hotel Princess ;Palembang;26/04/2025;27/04/2025;1;2;1353372;2706744;Crypto;0xb58c2e8e17d55e1cfdc2cf757340bf1df15d7583;Cancelled;10/04/2025 03:56
4a8c6e55-282b-4d45-8c48-da11ee4ae6d2;Pranawa Prasasta, S.T.;bagiyawahyuni@yahoo.com;RedDoorz near Palembang Trade Center ;Palembang;17/03/2025;20/03/2025;3;3;767686;6909174;Transfer Bank;;Cancelled;12/12/2024 14:04
a290fcae-a1d6-4998-8970-98a18bd687a2;Balapati Pratiwi, S.Pt;pertiwihesti@hotmail.com;OYO 183 The Pipe House ;Palembang;16/01/2025;19/01/2025;3;1;659461;1978383;QRIS;;Pending;04/01/2025 20:18
9191dae6-644b-4403-8a20-c488cfc73916;Aurora Samosir;mgunarto@pd.net.id;RedDoorz near Palembang Trade Center 3 ;Palembang;06/03/2025;11/03/2025;5;2;1486476;14864760;QRIS;;Paid;11/11/2024 15:11
abf66f66-ba73-4b89-891b-4be59620694a;Chandra Sihombing;akarsana83@yahoo.com;OYO 2036 Afifah Homestay Syariah ;Palembang;25/04/2025;27/04/2025;2;2;636958;2547832;Crypto;0x09ad02c4ee294098d0564a686348d2cddcc48984;Paid;29/10/2024 17:52
60e9a635-1862-4bf2-bce1-6be9115c25d4;Karta Nurdiyanti;caturanggapangestu@pd.sch.id;Super OYO 1173 Hotel Shofa Marwah ;Palembang;06/09/2024;08/09/2024;2;3;841047;5046282;Crypto;0x7d172d9af3788a04fe1675cb056f6e643c575caf;Cancelled;19/07/2024 09:04
9dcdd091-059d-4715-a833-dd5d86c231c2;Tgk. Satya Situmorang;faridabagiya@yahoo.com;The Zuri Hotel Palembang ;Palembang;30/06/2025;02/07/2025;2;3;1491885;8951310;Transfer Bank;;Cancelled;25/02/2025 05:05
92047872-2496-4a4f-918e-aa7097a45e19;Tiara Pratiwi;mardhiyahkarma@hotmail.com;MaxOneHotels at Vivo Palembang ;Palembang;08/06/2025;11/06/2025;3;1;765975;2297925;QRIS;;Cancelled;20/10/2024 13:36
85d069e7-e8f3-4fd2-a5be-d292899d1b45;Drs. Raditya Hardiansyah;emilfirgantoro@yahoo.com;Algoritma Hotel ;Palembang;28/02/2025;03/03/2025;3;3;507124;4564116;Transfer Bank;;Paid;13/01/2025 10:44
2ad52124-43bd-44ca-bd62-62c01539c6bb;Tgk. Hani Nainggolan;mamanwinarno@pt.mil;Losmen Ibu Hj. Tarjo ;Palembang;16/02/2025;21/02/2025;5;1;1376310;6881550;Transfer Bank;;Paid;08/08/2024 15:24
1729626c-82ce-4bfa-9336-e87e5089f4d3;Cengkal Tarihoran;ikin87@cv.ponpes.id;The 1O1 Palembang Rajawali ;Palembang;05/09/2024;09/09/2024;4;3;1123215;13478580;QRIS;;Cancelled;07/07/2024 09:21
057beedd-d4e9-4e16-ba99-af04da942ba4;Endah Waskita;raditya15@pt.ponpes.id;OYO 2869 Ionia Homestay ;Palembang;09/01/2025;11/01/2025;2;1;565893;1131786;Transfer Bank;;Cancelled;10/11/2024 20:13
e7833412-e3fa-422c-85f4-5ee559272971;Uchita Gunawan;adriansyahkamal@gmail.com;Katawa Guest House Syariah ;Palembang;23/05/2025;28/05/2025;5;1;449284;2246420;QRIS;;Paid;13/01/2025 13:50
79711583-e95c-4a3d-a586-5ab1e4f0d42a;Rosman Hidayanto;gatralestari@ud.co.id;OYO 185 Roriz House ;Palembang;22/04/2025;24/04/2025;2;3;1259121;7554726;Crypto;0x4792384e6c2cfbed14db45642a39e36052437106;Cancelled;23/09/2024 18:51
bbd2fc14-f631-4404-852d-ea59cf480a0c;dr. Digdaya Yolanda, S.H.;prastutihesti@hotmail.com;OYO 448 Hotel Central ;Palembang;22/02/2025;23/02/2025;1;2;526891;1053782;Crypto;0xa4e3c1e973eefc4042ddd8b3601229b24f666229;Cancelled;16/12/2024 22:30
0edc9d2b-b88c-4167-84f9-b7761cd37db7;Ana Damanik, S.I.Kom;zulkarnainhimawan@cv.or.id;OYO 185 Roriz House ;Palembang;10/05/2025;13/05/2025;3;3;325750;2931750;Crypto;0xd87b0d2560188ef6ba01f75b466dc499c167a524;Cancelled;26/10/2024 05:53
aae6fa47-359e-4607-a13a-a956de0e8849;Warsita Widodo;jessica69@gmail.com;RedDoorz near Palembang Trade Center ;Palembang;14/07/2024;18/07/2024;4;2;1091288;8730304;Crypto;0x1b4b53d38dd05eb13bfa55c3dec3067dfaf43714;Cancelled;07/07/2024 16:16
c1c44e50-b597-4026-9443-68a7cec0ffe6;Puti Widya Lailasari, M.Pd;nyoman63@cv.gov;Aryaduta Palembang ;Palembang;10/06/2025;11/06/2025;1;2;1390063;2780126;Transfer Bank;;Cancelled;28/03/2025 10:27
a599afa5-4810-4d23-964c-763fcb767db9;Jumari Saputra;irawangalak@gmail.com;Harper Palembang by ASTON ;Palembang;22/12/2024;24/12/2024;2;1;1057815;2115630;Transfer Bank;;Pending;19/09/2024 21:00
ed768783-9b52-4ada-bfee-082e5351a5c5;Oni Prabowo;hutagalungeli@pd.com;Msquare Hotel ;Palembang;14/06/2025;18/06/2025;4;2;569612;4556896;QRIS;;Cancelled;08/05/2025 16:17
827e83ad-756e-422a-a89a-54cb70e97721;Ratih Salahudin, M.Kom.;mujur57@hotmail.com;All Nite & Day Palembang - Veteran ;Palembang;05/11/2024;08/11/2024;3;2;1229976;7379856;Transfer Bank;;Cancelled;28/08/2024 14:50
decb61cc-0bb6-4913-94a3-6d9fb89729dc;Sutan Cager Nasyidah;wibisonodian@yahoo.com;RedDoorz Plus near Palembang Square Mall ;Palembang;26/10/2024;28/10/2024;2;2;1341337;5365348;Transfer Bank;;Cancelled;23/08/2024 09:40
ea532f59-cc61-460e-bb54-943a31bacc98;Ir. Jindra Situmorang;hendrawaluyo@hotmail.com;OYO Life 2820 Hotel Perdana Syariah ;Palembang;09/11/2024;10/11/2024;1;1;1308049;1308049;Transfer Bank;;Pending;31/10/2024 19:29
85e1c42c-0e85-4d64-9929-783777a6d796;Zulaikha Purnawati;najmudindaruna@yahoo.com;SPOT ON 2294 Mega Kost ;Palembang;30/03/2025;02/04/2025;3;3;1164782;10483038;Crypto;0xdd00bc266912024bdc68c998f649ea99c15fcfc0;Pending;22/08/2024 08:32
4264636a-50ff-48a9-90b2-61bc48088ab7;Hj. Dinda Latupono;widyaoktaviani@ud.web.id;OYO 183 The Pipe House ;Palembang;18/12/2024;22/12/2024;4;2;557988;4463904;Crypto;0x91b453abaa79eaab782832f40ce93f7dcff9990c;Cancelled;20/07/2024 01:10
a0d324fe-033d-49a5-87e2-8033b4f488e4;Jagaraga Pratiwi;piahabibi@pt.net.id;RedDoorz Plus near Palembang Icon Mall 2 ;Palembang;28/02/2025;04/03/2025;4;3;408040;4896480;QRIS;;Pending;02/10/2024 02:32
1f51b33b-0746-47d2-b824-3bc9cdddba49;Kani Yuliarti;latuponowulan@perum.org;The Zuri Palembang ;Palembang;21/09/2024;23/09/2024;2;2;1229632;4918528;Transfer Bank;;Pending;29/08/2024 21:32
aee34f10-baee-4f2a-a7e9-5d0a8eadb25f;Jessica Wijayanti, M.M.;kuswoyoifa@hotmail.com;Aryaduta Palembang ;Palembang;03/12/2024;08/12/2024;5;3;741354;11120310;Transfer Bank;;Paid;19/09/2024 14:26
ca9259bb-6a32-4f1f-84f0-321b2b2cb2a3;Prayogo Sitompul;pmanullang@yahoo.com;RedDoorz near Palembang Trade Center 3 ;Palembang;17/09/2024;18/09/2024;1;2;1124077;2248154;Transfer Bank;;Paid;12/08/2024 23:33
963f70aa-8d45-4d5a-a95a-1a0ac7ce33b2;Umi Waskita, S.E.;mulyanto65@hotmail.com;Sintesa Peninsula Hotel Palembang ;Palembang;10/02/2025;14/02/2025;4;3;763118;9157416;QRIS;;Cancelled;20/07/2024 04:39
6c849fb8-824e-4301-b14f-f669cdddd522;Okto Winarno;oliva16@pd.ac.id;Super OYO 1868 Penginapan Sekip ;Palembang;26/02/2025;28/02/2025;2;2;304653;1218612;Transfer Bank;;Pending;07/01/2025 21:31
196b1bc9-e2d7-496a-8aa0-60cd43a8e771;Waluyo Haryanto;makarayuliarti@pd.ac.id;Wisma Jasmine Syariah ;Palembang;29/11/2024;04/12/2024;5;2;1492104;14921040;Crypto;0xcfca6dd82cc8dcf671455866073c2b4bc5e95b72;Paid;18/07/2024 13:15
c478e4f7-49f0-4bdc-9259-32b62d30edc6;Bahuwarna Suwarno;hadipermadi@perum.mil;Rio City Hotel ;Palembang;31/07/2024;05/08/2024;5;2;524114;5241140;Crypto;0x75fbd252659ae68de655cb11de42e0d3dd95c372;Cancelled;18/07/2024 11:39
10bc5a2c-b9a3-4344-9714-40fd895e1940;Gabriella Oktaviani;drajat95@hotmail.com;Aryaduta Palembang ;Palembang;10/08/2024;13/08/2024;3;2;1103793;6622758;QRIS;;Cancelled;30/07/2024 22:53
815d256a-6d53-4c8f-b716-3f197ac7b3cd;Lintang Tarihoran, S.Farm;saptonoilsa@gmail.com;OYO 1586 Kerangga Homestay Syariah ;Palembang;19/04/2025;23/04/2025;4;1;955215;3820860;Crypto;0xa9dc4631ca4b9dc029bca722511d7918d1994ad3;Pending;18/07/2024 03:54
4752a61d-286b-4459-aedd-89d9690f34fb;Dr. Cawisono Suwarno;wijayantihilda@pd.org;Ayola Sentosa Palembang ;Palembang;13/07/2024;16/07/2024;3;1;1367063;4101189;QRIS;;Cancelled;09/07/2024 02:17
218372cf-cc6a-4c36-b035-33812bebd440;Tiara Prasetyo;gsihotang@cv.desa.id;RedDoorz Syariah near Simpang Sekip Palembang ;Palembang;11/03/2025;15/03/2025;4;1;849087;3396348;Transfer Bank;;Pending;03/12/2024 07:01
a401d024-75ac-4530-9054-03f2cffe448d;Dr. Cakrabuana Wacana, S.E.;akarsana79@yahoo.com;OYO 2869 Ionia Homestay ;Palembang;05/07/2025;06/07/2025;1;3;1130211;3390633;Crypto;0xaa0ec33469459cc9fd95bf09b44f614dcf8ed731;Cancelled;30/07/2024 04:26
b33e05f3-22b2-4f62-b108-3ea0796fcd02;Langgeng Wibisono;nataliamaheswara@pt.or.id;RedDoorz Syariah near Simpang Sekip Palembang ;Palembang;19/01/2025;21/01/2025;2;1;672271;1344542;Crypto;0x3cd7c3cc4409461ad490342200b46b50718a33e8;Pending;31/07/2024 16:30
4210adc8-46bb-4c09-bb09-5b691df26196;Diah Marpaung;mulyononajmudin@ud.web.id;Emilia Hotel by Amazing ;Palembang;04/11/2024;06/11/2024;2;3;612138;3672828;QRIS;;Pending;01/10/2024 20:35
8a7e6824-a237-4357-b3c7-8311977953b4;Jumari Hutagalung, S.IP;agustinakalim@pd.or.id;Algoritma Hotel ;Palembang;17/01/2025;20/01/2025;3;2;482246;2893476;QRIS;;Pending;22/09/2024 15:18
66168671-07c3-4914-92ac-1ba951c66b67;Wisnu Agustina;cemani40@gmail.com;Hotel Santika Premiere Bandara - Palembang ;Palembang;09/11/2024;13/11/2024;4;2;1297256;10378048;Crypto;0xb726348da10b127b6009c971a51e42fdc0a1eaf3;Pending;16/10/2024 06:19
5c9aeefb-08ad-4100-bfe7-82f5a914f469;Cinthia Astuti;pudjiastutikamidin@hotmail.com;OYO 2869 Ionia Homestay ;Palembang;19/08/2024;23/08/2024;4;1;1078936;4315744;Crypto;0xb1ffff3fb2b20e0e6e155584ce7a9c7bfb4a0cce;Cancelled;20/07/2024 18:31
fbddc59e-f2f4-40d1-a478-99393a96b5e5;Paris Tarihoran;darman37@pt.or.id;RedDoorz Syariah near Simpang Sekip Palembang ;Palembang;07/06/2025;09/06/2025;2;2;1274010;5096040;Crypto;0xc5a5bcbf276bf62112d94bc334754586ca3e31ce;Pending;23/05/2025 04:46
031a2767-2473-4b82-8f24-b8233aa8349f;KH. Ajiman Prastuti, M.Kom.;lsamosir@perum.desa.id;RedDoorz Plus near Palembang Icon Mall 2 ;Palembang;10/09/2024;15/09/2024;5;3;392237;5883555;Crypto;0x8567e11a09b93ddb6da89c0e2544aa6bce4998d5;Paid;23/08/2024 21:34
